#;H1;H2;H3;H4;H5;H6;H7;M1;M2;M3;M4;M5;M6;L1;L2;L3;L4;L5;L6;L7
07364;1;2;5;7;8;9;15;18;21;24;26;31;36;44;50;51;52;62;63;70
07365;1;7;11;14;16;17;26;32;33;37;40;43;49;52;56;57;61;64;67;70
07366;3;5;6;10;12;16;19;20;25;27;30;32;33;34;37;39;42;52;58;63
07367;1;5;6;10;12;18;23;27;29;31;32;35;39;49;50;53;54;61;66;69
07368;7;8;13;17;21;24;27;33;36;41;46;47;55;56;58;59;60;68;69;70
07369;1;8;11;17;19;21;25;28;37;38;44;45;51;55;56;58;59;65;66;67
07370;1;6;7;13;14;17;22;26;34;37;44;45;46;50;53;57;58;59;63;67
07371;7;8;12;17;21;24;27;32;34;37;44;46;53;54;55;59;60;61;64;69
07372;1;6;11;13;16;20;30;35;36;39;42;43;44;50;53;59;61;62;64;65
07373;3;5;7;11;15;16;20;39;40;43;47;51;53;56;57;59;60;68;69;70
07374;2;7;8;13;17;21;22;24;25;31;37;40;41;42;46;48;53;54;55;70
07375;4;10;12;16;17;18;22;23;24;26;28;33;35;39;44;49;51;58;61;63
07376;2;10;11;16;17;20;22;25;30;37;38;39;42;46;47;51;52;54;68;70
07377;5;6;13;16;19;21;24;26;28;29;31;33;42;43;45;51;52;63;65;67
07378;1;11;13;17;19;21;22;24;28;29;35;37;38;44;50;54;55;58;60;66
07379;9;13;14;17;19;25;27;29;33;36;41;42;43;50;56;57;59;62;68;69
07380;4;5;6;8;9;11;13;17;19;27;30;32;34;35;38;47;50;61;62;63
07381;2;4;7;11;18;19;20;23;33;36;39;41;46;50;51;53;59;61;63;67
07382;6;7;8;9;14;22;24;25;29;30;39;40;45;50;54;57;58;63;67;69
07383;2;11;16;21;22;29;32;33;39;40;42;46;49;51;52;53;54;59;67;68
07384;5;7;10;11;12;13;15;23;33;37;38;42;47;48;50;57;58;59;61;65
07385;4;10;11;18;19;20;21;25;26;32;38;39;43;46;51;53;55;59;65;68
07386;3;5;8;17;20;27;28;31;38;41;42;46;50;51;56;57;58;63;68;70
07387;2;3;7;14;17;21;22;28;29;30;32;33;40;46;48;52;53;58;61;62
07388;7;11;12;13;16;21;24;27;28;32;35;39;40;53;54;55;56;57;61;68
07389;1;10;13;16;18;23;30;32;36;38;39;40;43;47;49;51;56;59;65;69
07390;4;6;14;19;21;23;32;33;39;40;41;48;50;52;53;55;57;67;68;70
07391;6;10;12;13;15;16;18;21;26;32;33;38;47;48;50;53;54;57;58;61
07392;5;6;7;8;11;15;16;24;32;34;38;43;44;46;48;49;56;61;66;68
07393;5;7;13;14;15;16;19;22;24;26;29;34;36;39;44;46;51;54;63;67
07394;1;4;5;16;20;21;29;30;31;32;38;44;46;47;48;49;53;60;63;68
07395;1;5;6;9;10;14;19;22;25;28;31;34;37;40;43;49;56;58;59;68
07396;4;9;10;13;14;18;23;25;39;41;42;44;48;49;50;53;56;62;64;65
07397;2;5;6;11;14;20;24;30;37;41;43;50;57;61;62;63;64;67;68;70
07398;1;8;10;11;12;13;21;23;25;27;34;35;37;41;48;50;55;57;60;61
07399;1;6;11;22;23;24;26;27;32;40;41;42;49;51;52;57;59;60;68;70
07400;1;6;11;12;14;18;23;26;27;35;38;42;48;50;51;52;54;56;60;63
07401;10;15;16;17;20;22;25;33;41;53;54;56;58;59;61;62;65;66;68;69
07402;1;5;6;7;15;19;35;37;42;43;46;56;58;59;60;62;64;65;68;70
07403;1;5;6;9;11;13;14;16;19;22;23;24;26;43;47;53;54;57;63;67
07404;2;5;7;17;23;24;32;33;35;37;38;39;45;47;48;51;52;61;68;69
07405;2;9;12;16;19;20;26;27;28;31;33;36;39;41;46;49;51;60;67;68
07406;4;5;6;9;12;26;29;30;34;37;39;46;52;54;55;58;60;61;63;67
07407;6;11;16;20;21;25;29;30;31;32;34;36;48;49;51;53;57;63;66;69
07408;5;6;7;12;15;17;22;28;31;33;35;41;44;45;56;61;62;67;68;70
07409;4;11;15;17;20;21;26;28;32;34;35;41;42;44;50;58;63;66;67;68
07410;2;4;6;7;13;16;25;27;30;32;33;34;38;41;44;49;54;57;60;64
07411;2;4;6;15;16;19;21;23;25;26;29;31;32;34;38;43;53;56;58;64
07412;6;7;8;17;18;19;23;35;36;39;42;43;49;50;51;53;55;60;65;69
07413;4;6;9;10;12;16;20;24;29;34;37;43;45;53;55;56;58;61;64;67
07414;1;2;4;6;7;18;22;24;25;28;29;31;33;40;46;52;59;60;64;65
07415;2;4;8;12;15;19;23;27;39;43;48;51;53;54;59;60;61;63;65;69
07416;5;6;10;13;15;30;31;33;44;45;47;49;52;53;55;56;57;60;68;70
07417;1;6;7;11;13;15;17;18;21;24;28;32;36;39;43;47;52;54;57;70
07418;1;2;6;11;12;14;25;26;34;35;37;42;43;44;48;54;61;63;66;69
07419;1;3;4;6;12;15;21;34;35;37;39;40;42;48;49;56;61;63;66;69
07420;2;4;7;10;17;18;27;28;31;36;39;46;47;49;52;54;60;61;64;70
07421;6;7;15;17;24;25;27;30;34;37;40;42;52;53;56;59;60;61;67;69
07422;2;3;4;8;10;11;21;28;33;36;37;43;48;50;54;55;59;61;63;67
07423;3;5;6;8;9;13;15;23;28;32;33;34;35;36;37;47;50;56;61;67
07424;1;8;10;11;13;17;18;20;26;27;29;31;45;46;47;48;51;52;56;62
07425;10;11;14;16;21;23;24;28;29;32;33;35;36;40;42;45;48;53;55;68
07426;1;8;14;16;18;19;21;30;31;33;36;40;44;45;52;54;55;56;66;70
07427;7;17;19;21;22;27;29;30;40;41;42;44;45;52;55;56;59;63;68;69
07428;7;8;11;12;13;17;19;22;24;26;35;43;44;49;55;62;63;66;69;70
07429;1;5;8;11;14;16;18;21;29;34;36;37;43;47;48;49;60;61;62;70
07430;6;8;9;13;14;15;16;17;27;28;43;45;47;48;54;55;57;66;67;69
07431;9;19;21;25;29;32;33;34;35;37;38;39;42;45;48;49;55;58;64;68
07432;6;7;13;14;17;18;19;22;36;40;46;47;52;57;59;61;62;64;66;69
07433;6;8;14;15;20;22;25;28;29;31;34;36;40;43;45;47;49;60;62;68
07434;1;4;6;11;14;15;18;23;31;33;35;36;40;41;44;46;58;62;63;69
07435;3;4;7;10;11;12;14;27;28;36;45;46;47;50;52;57;62;65;66;68
07436;1;13;15;19;20;28;30;32;33;36;37;40;46;48;53;58;59;61;62;65
07437;1;2;3;4;5;11;15;16;22;25;26;27;30;33;34;49;51;52;54;63
07438;4;6;9;10;13;14;17;18;21;23;24;27;32;34;39;42;45;53;54;62
07439;6;9;10;12;13;16;17;18;19;23;31;34;40;41;43;45;47;51;57;59
07440;2;3;5;13;15;19;24;30;37;42;43;44;45;50;52;54;58;61;64;69
07441;2;3;5;16;21;22;25;26;27;39;40;46;49;53;54;57;65;67;69;70
07442;1;2;6;7;9;11;16;26;27;34;39;40;41;42;49;54;58;63;64;68
07443;2;6;11;15;17;22;24;27;31;37;38;40;41;46;48;57;59;65;66;67
07444;1;8;12;13;15;21;23;28;33;36;41;44;49;52;55;61;62;64;65;69
07445;3;6;7;11;12;13;14;20;23;28;30;38;41;45;47;48;52;54;56;69
07446;4;5;10;14;15;22;24;27;28;29;33;42;44;47;50;55;56;63;65;67
07447;2;5;8;12;16;23;24;27;38;40;46;48;50;51;53;60;63;64;66;67
07448;4;10;16;18;19;20;24;30;32;35;41;44;45;48;52;53;56;57;62;68
07449;2;4;5;6;13;15;17;22;31;32;34;38;42;48;53;54;57;62;68;69
07450;2;4;14;17;19;20;26;29;30;33;40;41;43;46;52;53;57;63;64;68
07451;2;4;6;9;22;24;27;33;35;40;42;43;45;48;57;58;61;63;66;68
07452;5;14;18;19;22;23;26;28;31;35;36;46;51;54;60;61;62;64;65;70
07453;5;6;8;19;20;22;29;30;40;43;47;48;49;50;52;55;60;63;65;70
07454;1;3;8;13;14;15;24;25;27;37;39;40;42;46;50;55;58;63;65;66
07455;6;8;14;15;17;23;24;25;31;39;44;45;47;51;55;57;60;61;62;69
07456;4;17;20;21;24;27;29;32;33;34;39;40;51;53;62;63;65;68;69;70
07457;3;4;7;11;16;25;32;35;42;44;47;52;53;55;56;57;59;61;65;67
07458;2;4;5;7;9;11;12;15;17;20;26;30;33;35;46;55;58;66;67;70
07459;8;9;13;14;15;18;19;21;23;25;33;37;40;43;44;45;52;53;60;68
07460;1;2;3;13;14;15;20;24;27;28;34;35;36;40;42;43;47;49;68;70
07461;1;5;8;12;14;15;25;29;39;43;46;50;52;54;56;58;63;64;65;70
07462;2;6;17;21;24;26;31;37;41;43;44;45;49;50;51;55;61;62;63;67
07463;3;9;12;13;17;19;26;31;34;40;41;49;50;54;56;60;62;63;64;70
07464;2;3;5;8;15;23;24;31;32;33;41;43;46;47;50;54;61;64;67;70
07465;2;5;13;14;17;19;20;23;27;29;30;31;43;44;49;53;62;66;67;70
07466;7;9;14;18;19;20;22;26;27;29;33;36;40;41;49;52;53;56;66;67
07467;10;13;14;16;22;23;24;25;28;29;33;34;37;41;44;45;58;60;62;70
07468;1;6;7;8;12;14;16;19;20;22;25;35;36;42;43;46;58;63;65;70
07469;1;7;12;14;19;20;24;28;30;32;33;38;41;42;46;58;59;64;67;70
07470;2;8;10;11;12;20;23;24;27;33;34;35;37;40;47;52;56;61;69;70
07471;6;12;16;18;19;26;27;31;33;35;37;38;42;45;47;48;50;64;68;69
07472;1;3;4;5;10;24;32;33;34;37;40;41;42;52;54;56;57;61;63;69
07473;3;4;5;8;17;20;23;24;27;29;32;41;43;45;47;55;57;63;64;65
07474;1;10;21;23;24;27;28;31;35;36;38;40;41;51;53;55;57;59;61;64
07475;3;6;9;10;13;19;25;28;30;33;34;46;47;48;50;52;55;56;58;68
07476;2;3;9;11;12;14;16;18;26;30;34;36;39;42;46;53;55;58;61;64
07477;3;12;17;23;28;29;31;32;33;37;45;47;49;52;57;61;65;66;67;70
07478;3;7;8;10;13;19;23;26;36;37;41;42;44;47;48;54;55;64;65;70
07479;3;4;5;8;20;24;33;34;48;50;51;53;57;59;60;65;67;68;69;70
07480;6;17;19;21;23;29;31;32;34;42;44;45;46;47;54;55;56;62;63;64
07481;3;8;13;14;15;17;21;26;31;36;39;45;47;48;49;53;54;61;63;68
07482;6;8;11;12;13;18;29;33;36;37;40;44;48;52;55;56;59;60;64;67
07483;1;2;7;9;13;17;20;21;23;29;36;37;38;46;48;53;56;58;66;68
07484;3;4;8;12;15;16;23;24;26;33;39;49;51;52;56;59;60;62;63;70
07485;1;3;5;9;11;14;16;19;26;30;31;32;42;43;49;52;56;57;62;63
07486;1;2;3;4;11;12;15;18;20;24;26;27;29;32;35;36;37;38;49;54
07487;1;6;9;11;22;24;25;26;27;28;35;38;39;52;54;56;59;63;66;69
07488;2;3;7;12;16;18;24;26;27;34;37;38;39;45;47;50;57;59;60;63
07489;3;7;9;12;16;21;24;30;34;36;38;40;43;50;51;57;61;62;67;70
07490;2;6;7;8;10;11;15;28;32;37;41;44;47;50;53;56;58;67;68;70
07491;1;2;8;14;16;17;19;20;23;46;52;53;57;60;61;63;64;67;69;70
07492;2;21;27;34;35;37;42;43;44;47;48;49;53;59;60;61;62;63;64;69
07493;5;6;7;8;11;12;15;17;21;23;27;33;38;40;44;46;50;58;59;62
07494;2;3;4;12;21;34;35;39;42;43;45;46;48;51;53;57;59;61;67;69
07495;2;7;10;11;15;28;29;35;39;40;42;49;53;54;55;58;59;63;66;67
07496;3;8;9;10;17;18;26;30;35;36;40;42;43;48;49;50;53;55;62;70
07497;2;6;7;10;12;13;15;18;25;30;31;38;41;42;43;45;50;51;57;61
07498;1;5;6;7;9;11;12;14;15;19;31;39;44;52;53;54;56;64;66;70
07499;2;3;13;15;18;21;22;24;26;33;34;35;36;41;50;58;60;62;63;69
07500;2;4;5;6;9;14;16;19;21;22;23;29;32;33;44;48;51;53;55;67
07501;1;4;8;9;19;20;25;26;34;35;39;41;42;48;51;52;60;63;64;68
07502;2;9;11;17;23;32;33;35;39;43;46;48;50;51;53;63;64;65;69;70
07503;4;6;10;11;14;16;19;22;25;28;29;31;46;48;52;55;57;62;65;69
07504;1;6;12;17;19;28;33;34;37;41;42;46;51;53;55;56;57;63;66;67
07505;1;4;13;15;24;25;26;35;41;43;44;46;50;55;58;60;62;68;69;70
07506;4;12;15;17;19;20;28;31;44;45;46;47;51;54;58;59;62;63;64;66
07507;1;3;6;8;11;12;23;28;30;33;35;36;37;39;42;46;49;56;61;63
07508;4;6;21;27;28;32;33;34;42;45;47;48;49;51;53;55;60;61;63;70
07509;5;10;11;14;18;19;25;26;30;31;33;34;39;43;45;49;54;55;57;63
07510;4;8;13;17;24;29;32;35;40;43;48;49;51;52;53;55;58;62;65;67
07511;5;7;9;12;18;21;22;24;26;32;33;43;50;55;59;60;62;66;67;70
07512;2;4;5;6;7;15;18;24;27;33;39;42;48;51;52;57;59;60;63;70
07513;3;4;9;12;17;18;21;30;32;33;34;38;46;48;49;53;54;65;67;70
07514;5;9;20;21;22;23;25;27;31;35;36;37;42;48;50;54;56;58;62;67
07515;3;4;12;18;22;26;27;29;34;35;41;46;47;53;54;56;61;62;65;66
07516;2;12;13;14;17;19;20;22;26;33;35;43;44;46;56;57;62;64;66;67
07517;13;15;21;22;25;29;33;34;35;37;39;43;44;46;48;49;50;55;56;60
07518;1;2;5;10;14;16;17;19;20;23;30;37;39;42;57;63;65;68;69;70
07519;2;6;8;12;13;15;22;23;30;33;37;46;50;53;54;58;62;65;68;70
07520;5;7;15;19;24;25;29;30;31;33;38;45;47;50;52;55;60;62;65;67
07521;3;7;12;13;14;15;17;21;22;23;30;34;35;39;48;51;57;60;63;65
07522;3;8;9;10;11;24;25;26;29;37;38;41;43;50;51;52;56;61;62;67
07523;4;8;18;19;20;22;27;28;30;33;48;56;57;58;59;61;64;65;66;68
07524;10;11;12;13;14;17;18;19;28;34;35;39;42;43;56;57;59;65;67;69
07525;3;4;24;27;35;36;42;45;48;52;54;56;57;60;61;63;66;67;68;69
07526;1;2;4;5;9;18;22;23;24;33;34;41;46;48;50;51;53;64;67;70
07527;2;3;7;8;9;11;14;15;16;19;31;33;36;39;45;47;50;51;68;69
07528;2;6;8;10;12;15;16;18;24;31;33;38;42;45;51;54;55;61;62;63
07529;1;3;6;11;15;26;27;28;32;33;38;48;50;51;55;61;62;64;68;69
07530;1;2;3;4;9;10;13;18;20;28;29;34;37;51;55;61;62;64;68;69
07531;5;6;9;12;19;20;21;24;33;37;39;42;45;49;53;57;58;59;64;67
07532;5;9;12;16;19;20;21;24;31;45;46;52;54;55;58;62;63;64;66;67
07533;3;9;11;12;17;19;20;21;22;26;30;36;37;39;43;49;54;55;56;57
07534;1;4;6;9;15;16;17;29;31;36;37;41;42;44;47;48;57;63;67;70
07535;2;3;8;14;17;18;25;26;31;32;36;38;47;53;59;65;66;68;69;70
07536;1;8;11;16;17;22;26;27;28;32;34;39;42;44;45;50;54;56;61;65
07537;3;5;10;18;19;24;27;29;31;32;43;44;47;48;51;52;55;56;59;63
07538;2;5;6;7;9;10;11;14;18;21;23;34;35;39;43;46;52;57;60;65
07539;8;13;14;20;21;23;27;37;42;43;47;49;53;54;59;61;64;66;68;69
07540;3;4;6;14;17;22;25;26;30;38;42;46;51;53;55;56;58;60;61;62
07541;4;5;6;12;14;15;17;18;20;24;27;29;31;38;41;45;46;50;64;69
07542;5;10;15;17;18;26;28;30;33;34;45;46;53;54;57;62;64;65;66;67
07543;5;6;7;11;12;14;15;20;24;28;39;41;46;47;50;51;54;57;61;62
07544;5;6;7;15;16;20;22;23;24;29;32;34;36;38;45;50;51;64;67;70
07545;5;7;9;13;24;27;29;34;38;39;40;42;46;53;58;59;60;61;62;64
07546;1;3;5;6;12;14;21;26;27;29;34;35;36;44;49;56;60;63;66;70
07547;1;2;3;8;11;19;20;23;24;25;29;32;33;37;44;61;62;65;66;69
07548;2;4;5;7;16;18;21;26;33;37;38;40;42;46;55;56;65;66;67;68
07549;2;3;4;9;15;18;20;23;26;27;29;31;35;37;40;41;47;52;67;69
07550;12;14;16;18;19;23;25;27;28;36;40;41;42;43;44;54;56;65;68;69
07551;6;9;14;18;23;31;32;35;36;39;43;49;51;52;53;54;55;57;66;67
07552;5;11;12;17;20;25;27;34;35;38;41;42;43;48;60;63;64;66;68;70
07553;5;14;15;19;20;22;26;32;33;34;38;40;45;52;55;58;60;62;66;67
07554;2;7;13;15;17;19;22;29;30;37;42;46;48;53;54;56;58;64;67;70
07555;1;5;7;18;19;20;25;29;30;32;33;36;38;44;62;63;65;66;67;70
07556;2;5;10;14;17;18;27;32;36;41;42;45;46;52;53;54;59;61;64;70
07557;4;6;11;12;16;17;24;30;33;35;36;39;40;46;49;56;60;62;65;70
07558;7;8;10;12;14;16;23;34;37;41;43;46;47;48;50;58;62;64;67;68
07559;1;2;3;5;9;15;17;21;23;29;35;42;43;47;54;55;56;58;64;69
07560;3;6;10;12;14;17;19;20;23;36;44;45;47;50;52;56;58;61;65;66
07561;5;6;7;9;12;14;17;18;34;38;45;51;56;60;61;64;65;66;67;70
07562;1;5;8;10;15;18;19;28;31;36;43;46;47;54;58;63;65;66;68;70
07563;1;15;16;20;26;27;28;31;33;35;40;42;43;50;51;52;60;66;68;70
07564;3;5;6;8;10;13;17;19;21;27;28;34;35;38;43;48;58;60;62;67
07565;3;5;7;11;14;15;17;19;26;28;35;38;39;40;41;43;45;47;67;70
07566;1;6;7;8;9;10;11;13;15;19;22;23;27;38;41;42;43;48;62;67
07567;5;6;7;17;18;21;24;25;27;32;33;37;39;40;43;45;49;59;63;69
07568;6;11;15;22;26;27;31;32;33;38;41;44;47;53;55;56;59;63;66;70
07569;2;13;15;16;18;19;25;37;39;40;42;43;45;46;49;51;52;61;65;69
07570;1;12;14;16;18;23;29;32;36;41;42;44;48;53;54;56;61;63;66;67
07571;5;9;10;12;16;18;27;29;30;33;36;37;40;43;50;57;64;67;69;70
07572;1;6;7;10;12;18;20;25;26;28;29;34;39;47;51;52;59;62;67;68
07573;1;11;14;15;18;30;34;38;40;43;49;50;54;55;56;57;59;61;66;69
07574;2;3;5;7;11;12;14;16;17;18;20;32;33;35;38;42;43;44;53;68
07575;1;3;5;6;7;10;11;16;19;29;37;46;53;56;57;58;59;60;67;68
07576;2;8;9;12;20;23;24;25;26;31;34;39;48;51;52;54;64;66;68;70
07577;1;5;15;17;18;20;26;28;32;33;36;39;46;49;53;54;57;66;68;69
07578;1;3;7;10;29;30;32;37;39;42;46;48;50;51;53;54;62;67;69;70
07579;6;9;10;14;20;27;32;35;36;38;39;49;53;55;57;58;60;62;64;66
07580;1;3;4;5;12;15;17;19;26;28;31;33;37;41;46;48;49;58;64;70
07581;1;4;5;6;8;11;17;18;21;25;29;30;31;35;48;50;51;54;55;70
07582;4;10;21;23;25;27;32;33;35;42;43;53;56;57;59;61;66;67;69;70
07583;7;10;11;13;14;17;19;24;27;30;39;41;43;45;48;49;51;57;64;66
07584;4;7;11;14;16;21;24;28;30;32;37;40;41;42;47;54;61;63;65;66
07585;8;11;14;17;21;25;30;31;34;36;37;44;49;50;51;54;60;62;66;68
07586;2;10;11;14;16;17;20;36;40;42;43;45;47;50;52;58;61;67;68;70
07587;5;6;16;17;23;27;28;30;32;34;35;38;39;40;47;48;51;58;61;62
07588;8;13;18;21;25;27;29;31;35;43;49;50;54;55;58;61;62;64;65;68
07589;3;6;8;11;22;26;27;29;39;41;46;48;51;55;56;59;62;66;67;69
07590;2;3;4;8;10;13;18;19;23;26;30;42;44;48;51;53;58;62;63;65
07591;4;5;8;9;13;18;19;26;28;29;35;49;53;57;58;60;63;65;66;69
07592;4;6;13;18;20;23;27;34;35;38;40;42;44;53;55;56;60;62;64;66
07593;4;8;9;12;13;14;15;20;27;31;34;43;49;51;52;56;58;64;65;67
07594;1;2;4;6;8;9;10;13;29;31;32;35;39;41;48;49;50;53;59;68
07595;3;4;15;17;18;22;23;32;33;34;43;44;47;52;55;56;60;66;68;69
07596;4;5;11;15;16;18;22;25;26;27;29;31;35;41;48;52;53;56;61;70
07597;1;2;5;10;13;15;19;21;22;24;28;32;39;41;48;49;54;63;65;68
07598;3;4;5;9;13;16;22;23;29;30;32;33;34;35;40;46;47;53;55;58
07599;6;11;14;15;17;19;20;22;26;27;34;37;38;44;47;52;54;60;63;66
07600;1;3;7;9;11;20;24;26;33;34;35;39;50;55;59;64;65;67;68;70
07601;1;2;5;6;8;9;16;20;22;26;28;36;45;48;49;59;60;62;66;68
07602;6;7;12;18;22;28;30;31;33;34;40;41;45;47;50;51;56;63;65;67
07603;1;4;5;9;11;12;18;19;23;28;30;36;42;44;49;50;52;58;64;67
07604;3;6;10;14;19;22;24;29;30;32;41;42;50;54;55;56;57;59;64;67
07605;2;5;9;10;17;21;22;30;32;36;37;38;41;46;51;54;55;59;62;68
07606;1;2;4;6;9;14;20;22;25;27;39;44;45;46;54;61;63;64;66;68
07607;1;11;12;23;27;29;30;31;34;35;39;42;46;51;56;64;65;66;67;69
07608;1;2;6;9;14;20;27;32;34;37;43;46;51;54;60;61;62;63;66;68
07609;1;6;8;14;16;18;20;24;32;34;35;39;40;44;53;54;58;59;60;68
07610;3;8;11;14;16;17;18;25;26;27;31;32;33;38;39;40;44;52;57;64
07611;2;3;4;6;16;17;18;21;23;25;30;32;35;41;52;54;58;64;66;67
07612;2;4;14;16;21;26;27;28;30;31;32;39;46;54;55;61;63;64;65;67
07613;1;3;9;10;17;26;27;28;36;38;47;50;53;59;60;61;64;65;66;67
07614;9;14;15;17;21;27;28;39;41;42;45;48;49;52;53;55;58;59;62;68
07615;4;5;6;11;12;16;17;20;21;24;25;28;37;40;42;48;53;55;60;61
07616;1;5;6;14;27;32;33;41;42;43;44;47;51;55;56;60;62;63;66;67
07617;3;4;5;6;11;13;14;15;17;26;27;32;35;39;40;50;58;62;65;66
07618;1;2;3;4;10;15;19;20;21;23;25;31;32;40;50;52;54;55;57;63
07619;4;8;12;20;21;26;33;36;37;39;40;44;50;51;54;56;59;62;66;68
07620;2;15;16;18;20;22;24;26;31;38;39;40;42;53;54;55;56;60;61;62
07621;3;6;8;9;16;17;24;28;34;37;42;43;50;54;56;57;58;63;65;70
07622;5;13;18;19;20;23;24;25;30;32;41;42;43;47;48;49;51;57;59;61
07623;2;8;13;16;20;24;28;36;40;43;44;46;54;56;60;62;63;66;69;70
07624;2;7;11;21;22;24;29;36;39;42;43;45;46;48;52;54;60;63;66;67
07625;2;3;6;8;17;22;25;29;30;31;32;34;37;40;44;49;51;54;63;65
07626;7;8;9;10;13;14;17;24;26;27;28;33;38;43;46;48;53;58;64;65
07627;1;3;10;14;22;25;26;30;31;32;44;48;50;52;54;56;59;61;67;69
07628;5;7;9;14;19;23;24;26;31;33;36;39;43;44;45;50;51;55;58;66
07629;4;7;9;15;16;19;22;23;24;25;28;29;35;36;39;50;51;57;58;69
07630;2;4;7;8;18;19;21;22;23;31;42;45;46;49;51;55;59;60;62;64
07631;2;5;8;14;15;31;32;33;34;36;40;42;46;48;57;59;61;62;64;66
07632;2;4;7;12;14;16;23;26;30;33;38;41;42;43;50;54;56;64;66;68
07633;4;6;10;22;25;26;30;35;36;38;41;45;46;54;57;59;60;66;68;70
07634;6;10;17;19;20;22;29;30;32;33;39;42;45;48;52;54;57;59;65;68
07635;2;7;16;22;25;27;29;30;32;36;37;38;39;44;53;56;58;63;66;70
07636;1;3;4;7;11;12;13;20;21;23;25;42;45;49;52;54;55;60;62;70
07637;10;12;14;27;29;30;32;33;34;36;39;49;50;52;53;54;55;57;68;69
07638;7;8;10;15;16;19;21;23;24;27;28;38;40;44;45;53;56;60;67;69
07639;1;3;13;16;26;30;31;32;36;39;41;43;45;47;49;52;61;63;64;66
07640;8;9;12;19;25;31;36;37;43;45;48;53;54;56;57;65;66;67;68;69
07641;1;12;19;20;22;25;29;33;36;38;44;45;49;51;54;55;59;62;64;65
07642;1;8;15;17;19;21;22;25;26;27;30;31;43;44;45;48;51;52;55;57
07643;3;5;10;15;16;18;27;30;37;39;41;50;54;55;56;57;65;67;68;69
07644;3;8;9;20;21;22;26;28;36;39;52;56;58;59;60;62;65;68;69;70
07645;2;8;10;11;14;17;26;30;31;36;39;42;48;52;57;60;62;68;69;70
07646;1;2;3;6;8;9;14;29;40;43;44;46;49;53;56;57;61;64;65;69
07647;7;8;12;13;15;17;19;26;28;31;32;43;45;46;55;58;59;61;66;68
07648;6;15;17;18;21;22;23;24;40;41;42;44;45;51;54;56;62;64;65;69
07649;2;6;7;10;17;19;22;23;24;34;39;44;45;47;50;53;55;64;66;68
07650;7;8;16;18;20;22;25;29;32;35;36;45;47;49;50;55;57;60;66;67
07651;1;2;21;24;25;27;33;35;38;39;42;44;48;50;52;58;61;65;67;68
07652;4;7;12;13;14;24;30;32;33;37;39;42;45;50;53;61;62;63;64;66
07653;5;10;13;15;17;18;19;25;26;28;32;33;37;41;42;47;48;53;55;58
07654;4;8;12;13;14;16;22;33;36;37;46;49;53;54;56;61;64;67;69;70
07655;3;7;8;11;14;15;16;18;20;30;35;40;45;47;49;55;57;62;64;65
07656;6;19;20;25;27;28;30;31;38;41;43;45;48;49;51;54;55;62;66;68
07657;1;2;15;16;17;19;21;22;26;32;36;39;47;49;53;57;61;63;65;67
07658;5;9;11;14;15;21;22;24;25;27;29;30;32;36;42;46;48;49;50;68
07659;6;13;14;15;21;22;25;34;35;36;40;41;42;43;47;48;55;56;69;70
07660;2;5;10;14;15;19;24;27;29;39;41;46;52;56;58;60;61;63;65;68
07661;4;16;18;19;28;31;34;35;36;38;41;46;48;50;56;59;64;65;66;67
07662;2;6;9;21;22;26;31;35;38;39;41;45;56;57;59;61;62;64;67;70
07663;1;8;15;17;20;26;27;28;29;30;32;35;44;49;51;53;61;64;67;70
07664;1;4;5;12;16;19;22;23;26;29;33;37;42;47;50;52;61;65;69;70
07665;4;7;15;17;18;19;20;23;27;29;34;35;37;44;46;59;63;66;68;69
07666;2;3;10;17;22;25;27;29;30;34;36;44;45;48;53;56;57;60;61;68
07667;5;7;11;14;17;22;28;30;33;38;45;50;51;52;55;56;59;60;62;69
07668;1;2;6;10;11;16;20;22;31;34;40;43;47;48;51;57;58;61;63;70
07669;3;7;9;10;14;20;22;23;28;32;33;40;41;45;50;52;54;62;69;70
07670;2;6;8;12;20;22;24;29;33;35;36;37;49;51;53;54;61;62;63;67
07671;5;7;15;16;17;18;21;22;25;28;37;38;39;40;44;45;48;55;56;69
07672;3;9;13;14;19;21;22;25;29;30;31;34;37;40;42;47;49;59;68;70
07673;12;13;22;24;27;28;32;34;39;43;48;51;57;58;59;61;65;68;69;70
07674;4;7;8;19;21;23;24;27;31;32;34;39;43;44;48;51;52;59;66;69
07675;2;3;10;11;18;22;27;30;34;35;36;41;42;45;47;50;52;60;64;66
07676;5;6;9;12;13;19;20;24;25;34;35;38;41;51;52;53;55;57;59;65
07677;14;15;17;21;26;27;29;30;35;39;47;51;54;57;59;62;64;67;68;70
07678;1;7;8;11;12;15;17;21;23;24;25;27;30;38;41;49;50;52;55;70
07679;2;9;10;16;17;18;22;28;33;37;45;49;50;57;59;63;64;66;67;70
07680;15;17;18;19;21;22;24;26;27;34;39;45;50;51;53;54;58;59;60;69
07681;6;13;14;15;16;22;28;31;32;34;36;44;49;51;53;54;58;66;68;69
07682;5;11;12;15;21;25;27;28;35;36;45;52;53;54;57;62;65;68;69;70
07683;6;7;8;10;15;17;18;22;28;36;39;40;43;47;53;57;60;61;64;70
07684;4;6;10;11;18;22;24;28;30;34;36;38;45;49;50;51;52;57;59;64
07685;5;7;11;13;15;16;18;23;28;31;32;36;40;41;49;51;52;56;57;61
07686;6;8;9;15;17;18;22;25;32;38;41;42;43;49;58;63;65;68;69;70
07687;2;5;9;10;12;13;14;17;20;29;31;32;33;35;38;45;51;61;67;68
